Date,Adj Close,Close,High,Low,Open,Volume,Ticker,Industry,Daily_Return
2019-12-03 00:00:00+00:00,64.5321273803711,64.76399993896484,64.92304992675781,63.95000076293945,63.97850036621094,22876000,GOOG,Tech,0.00415523317671318
2019-12-04 00:00:00+00:00,65.79061126708984,66.0270004272461,66.29000091552734,65.24349975585938,65.35050201416016,30750000,GOOG,Tech,0.019501664330711987
2019-12-05 00:00:00+00:00,66.16874694824219,66.40650177001953,66.46790313720703,65.8219985961914,66.4000015258789,24254000,GOOG,Tech,0.005747562970911169
2019-12-06 00:00:00+00:00,66.79100799560547,67.03099822998047,67.19999694824219,66.6719970703125,66.6719970703125,26296000,GOOG,Tech,0.009404153411731064
2019-12-09 00:00:00+00:00,66.93749237060547,67.1780014038086,67.97250366210938,66.89199829101562,66.9020004272461,27086000,GOOG,Tech,0.00219317509041983
2019-12-10 00:00:00+00:00,66.9922866821289,67.23300170898438,67.49874877929688,66.802001953125,67.07499694824219,21882000,GOOG,Tech,0.0008185892477128309
2019-12-11 00:00:00+00:00,67.01022338867188,67.2509994506836,67.55999755859375,67.13349914550781,67.54199981689453,17008000,GOOG,Tech,0.0002677428616233435
2019-12-12 00:00:00+00:00,67.27178955078125,67.51349639892578,67.78874969482422,67.0250015258789,67.2969970703125,25620000,GOOG,Tech,0.003903376960739946
2019-12-13 00:00:00+00:00,67.15023040771484,67.3915023803711,67.65464782714844,67.19349670410156,67.39749908447266,30992000,GOOG,Tech,-0.001806985422539542
2019-12-16 00:00:00+00:00,67.81483459472656,68.05850219726562,68.23400115966797,67.63349914550781,67.82499694824219,27946000,GOOG,Tech,0.009897273367141857
2019-12-17 00:00:00+00:00,67.51341247558594,67.75599670410156,68.25,67.56614685058594,68.14450073242188,37080000,GOOG,Tech,-0.004444781454411517
2019-12-18 00:00:00+00:00,67.38886260986328,67.63099670410156,68.02349853515625,67.55000305175781,67.83000183105469,30452000,GOOG,Tech,-0.0018448166246625153
2019-12-19 00:00:00+00:00,67.55925750732422,67.802001953125,67.90499877929688,67.44924926757812,67.59100341796875,29398000,GOOG,Tech,0.0025285320283177093
2019-12-20 00:00:00+00:00,67.2379150390625,67.47949981689453,68.18199920654297,67.44999694824219,68.1675033569336,66300000,GOOG,Tech,-0.004756453521220005
2019-12-23 00:00:00+00:00,67.2005386352539,67.44200134277344,67.98999786376953,67.32550048828125,67.79350280761719,17662000,GOOG,Tech,-0.0005558828495333401
2019-12-24 00:00:00+00:00,66.93749237060547,67.1780014038086,67.51300048828125,67.13899993896484,67.42500305175781,6950000,GOOG,Tech,-0.003914347563137577
2019-12-26 00:00:00+00:00,67.7764663696289,68.0199966430664,68.06635284423828,67.22350311279297,67.30850219726562,13350000,GOOG,Tech,0.0125336932907254
2019-12-27 00:00:00+00:00,67.35249328613281,67.59449768066406,68.22650146484375,67.46549987792969,68.14949798583984,20768000,GOOG,Tech,-0.006255461610876756
2019-12-30 00:00:00+00:00,66.56781005859375,66.80699920654297,67.6500015258789,66.70099639892578,67.5,21018000,GOOG,Tech,-0.01165039613612373
2019-12-31 00:00:00+00:00,66.61165618896484,66.85099792480469,66.9000015258789,66.4542465209961,66.50550079345703,19236000,GOOG,Tech,0.0006586686618126336
2020-01-02 00:00:00+00:00,68.12372589111328,68.36849975585938,68.40699768066406,67.07749938964844,67.07749938964844,28132000,GOOG,Tech,0.02269977641539156
2020-01-03 00:00:00+00:00,67.78942108154297,68.03299713134766,68.625,67.2771987915039,67.39299774169922,23728000,GOOG,Tech,-0.004907318341698663
2020-01-06 00:00:00+00:00,69.46092224121094,69.71050262451172,69.82499694824219,67.5,67.5,34646000,GOOG,Tech,0.024657256737114608
2020-01-07 00:00:00+00:00,69.4175796508789,69.66699981689453,70.14949798583984,69.51899719238281,69.89700317382812,30054000,GOOG,Tech,-0.0006239852413925107
2020-01-08 00:00:00+00:00,69.96461486816406,70.21600341796875,70.5790023803711,69.54199981689453,69.60399627685547,30560000,GOOG,Tech,0.0078803556683531
2020-01-09 00:00:00+00:00,70.73733520507812,70.99150085449219,71.36650085449219,70.51349639892578,71.02850341796875,30018000,GOOG,Tech,0.011044444943634879
2020-01-10 00:00:00+00:00,71.2305679321289,71.48650360107422,71.74645233154297,70.9175033569336,71.37799835205078,36414000,GOOG,Tech,0.006972735481493908
2020-01-13 00:00:00+00:00,71.70386505126953,71.96150207519531,72.0260009765625,71.3010025024414,71.80650329589844,33046000,GOOG,Tech,0.006644578765560238
2020-01-14 00:00:00+00:00,71.28785705566406,71.54399871826172,72.08999633789062,71.41850280761719,71.95050048828125,31178000,GOOG,Tech,-0.0058017513464304615
2020-01-15 00:00:00+00:00,71.7023696899414,71.95999908447266,72.06974792480469,71.510498046875,71.510498046875,25654000,GOOG,Tech,0.005814631711452245
2020-01-16 00:00:00+00:00,72.32512664794922,72.58499908447266,72.59950256347656,72.0459976196289,72.37200164794922,23474000,GOOG,Tech,0.00868530511196175
2020-01-17 00:00:00+00:00,73.75448608398438,74.01950073242188,74.06475067138672,72.91100311279297,73.14550018310547,47924000,GOOG,Tech,0.019762971767650406
2020-01-21 00:00:00+00:00,73.95427703857422,74.22000122070312,74.59249877929688,73.55999755859375,73.95600128173828,40734000,GOOG,Tech,0.002708865117198922
